Match_ID,WinOrLoss,Elo,Weather,Terrain,P1ScreenUp,P2ScreenUp,P1HasDamageEntryHazards,P2HasDamageEntryHazards,P1HasToxicSpikes,P2HasToxicSpikes,P1HasStickyWeb,P2HasStickyWeb,P1PokemonRemaining,P2PokemonRemaining,P1PokemonRevealed,P2PokemonRevealed,P1TeamStatuses,P2TeamStatuses,P1DynamaxAvailable,P2DynamaxAvailable,P1LeadHP,P1LeadType1,P1LeadType2,P1LeadStatus,P1AtkBoosts,P1DefBoosts,P1SpaBoosts,P1SpdBoosts,P1SpeBoosts,P1LeadDynamaxed,P1LeadConfused,P1LeadLeechSeed,P1LeadDrowsy,P1LeadTaunted,P1LeadEncore,P1R1HP,P1R1Revealed,P1R2HP,P1R2Revealed,P1R3HP,P1R3Revealed,P1R4HP,P1R4Revealed,P1R5HP,P1R5Revealed,P2LeadHP,P2LeadType1,P2LeadType2,P2LeadStatus,P2AtkBoosts,P2DefBoosts,P2SpaBoosts,P2SpdBoosts,P2SpeBoosts,P2LeadDynamaxed,P2LeadConfused,P2LeadLeechSeed,P2LeadDrowsy,P2LeadTaunted,P2LeadEncore,P2R1HP,P2R1Revealed,P2R2HP,P2R2Revealed,P2R3HP,P2R3Revealed,P2R4HP,P2R4Revealed,P2R5HP,P2R5Revealed
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,6,0,0,FALSE,FALSE,94,Rock,Psychic,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,52.5,TRUE,0,TRUE,0,TRUE,0,TRUE,81.8,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,6,0,0,FALSE,FALSE,50.3,Rock,Psychic,BRN,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,52.5,TRUE,0,TRUE,0,TRUE,0,TRUE,75.9,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,6,6,0,0,FALSE,FALSE,50.3,Rock,Psychic,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,19.4,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,6,1,0,FALSE,FALSE,52.5,Fire,Water,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,94,TRUE,94,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,6,1,0,FALSE,FALSE,52.5,Fire,Water,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,50.3,TRUE,69.9,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676031219,Win,1790,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,6,6,1,0,FALSE,FALSE,3.5,Fire,Water,FALSE,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,50.3,TRUE,25.4,Normal,Flying,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE
1676027602,Win,1762,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6,2,3,0,0,TRUE,TRUE,82.4,Dark,Dragon,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,100,FALSE,100,FALSE,100,FALSE,100,FALSE,14.2,Steel,Fairy,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,75.5,TRUE,100,FALSE,100,FALSE,100,FALSE
1676027602,Win,1762,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,3,0,0,TRUE,TRUE,49.6,Grass,Ghost,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,82.4,TRUE,100,FALSE,100,FALSE,100,FALSE,14.2,Steel,Fairy,BRN,0,0,-2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,75.5,TRUE,100,FALSE,100,FALSE,100,FALSE
1677140123,Win,1762,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,3,4,0,1,TRUE,TRUE,100,Water,Psychic,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,100,FALSE,100,FALSE,100,FALSE,76.4,Normal,None,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.3,TRUE,0,TRUE,33.3,TRUE,100,FALSE,100,FALSE
1677140123,Win,1762,None,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,3,4,0,1,TRUE,TRUE,100,Water,Psychic,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,TRUE,100,FALSE,100,FALSE,100,FALSE,48.4,Normal,None,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.3,TRUE,0,TRUE,33.3,TRUE,100,FALSE,100,FALSE
1676049168,Win,1692,Hail,None,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,3,3,0,0,TRUE,TRUE,100,Poison,Fairy,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,100,TRUE,100,FALSE,100,FALSE,100,FALSE,94,Ice,None,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,100,TRUE,100,FALSE,100,FALSE,100,FALSE
1676049168,Win,1692,Hail,None,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,4,3,0,0,TRUE,TRUE,100,Bug,Steel,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,100,TRUE,100,TRUE,100,FALSE,100,FALSE,88,Ice,None,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,100,TRUE,100,FALSE,100,FALSE,100,FALSE
1676049168,Win,1692,Hail,None,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6,5,4,4,0,0,TRUE,TRUE,87.7,Poison,Fairy,FALSE,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,TRUE,100,TRUE,100,TRUE,100,FALSE,100,FALSE,82.1,Ice,None,BRN,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,100,TRUE,82.6,TRUE,100,FALSE,100,FALSE
